0.47, -1.56, -0.17, 2.07, 0.22
0.68, -0.60, 1.91, 0.18, -0.97
0.16, 0.43, 2.50, -1.45, -1.69
1.22, -0.93, -0.96, 1.99, -1.87
1.94, 0.74, -0.71, -2.40, -1.17
1.87, 0.55, 0.45, -0.99, -0.17
-0.65, 1.78, -0.76, 1.17, -1.43
-0.27, 0.18, 2.60, -1.48, -0.25
-0.46, -0.10, 2.36, -1.44, 0.75
-0.51, 1.00, -0.54, -2.24, 2.48
0.65, 0.17, 1.58, -0.03, -1.37
0.85, -0.20, 0.07, 2.16, -1.43
0.42, -0.92, 0.80, -2.33, 1.91
0.66, -0.91, -0.28, 2.03, -0.19
0.17, -1.97, -0.88, 1.52, 1.43
2.42, -0.45, 0.33, -0.22, -1.55
-0.74, 1.98, 0.24, -1.44, 0.60
-0.36, -0.17, 1.60, -1.26, 0.74
1.11, -1.45, -1.17, 2.48, -1.87
0.35, 1.79, 0.45, -0.36, -0.33
2.50, 0.19, -0.80, -1.04, -2.15
-1.36, 1.91, 1.05, -1.78, -0.28
-0.15, 0.42, 1.92, -2.07, 0.40
0.87, -0.38, -0.75, 2.20, -1.74
-0.21, 0.61, -1.03, -1.21, 2.09
2.14, -0.17, 0.05, -0.43, -0.91
-0.62, 0.59, -0.39, -1.64, 2.57
-0.10, 0.56, 0.61, 1.34, -0.50
0.29, -0.37, -0.14, 2.19, -1.22
-1.16, -1.00, -1.09, 1.43, 1.91
1.70, 0.02, -0.03, -1.26, -0.00
-0.82, 2.20, 0.56, -2.19, -0.45
-0.74, 0.45, 0.27, -1.79, 2.94
0.91, -0.48, -0.94, 1.71, -0.51
0.11, -0.85, 1.54, 0.71, 0.15
1.99, -1.36, -1.97, 1.48, -1.50
-0.27, 2.24, -0.30, -1.27, 0.29
1.72, 0.38, -0.35, -0.40, -1.50
-0.09, -0.06, 1.93, -0.23, -0.91
-1.88, 0.88, -0.49, -2.25, 2.53
-0.63, 1.02, 0.78, -2.05, 1.90
-0.24, 2.18, -0.44, -1.30, 0.27
0.04, 0.36, 0.18, 1.81, -0.15
-0.02, -0.20, 2.41, -1.26, -0.74
0.60, -0.13, -0.55, -0.28, 1.44
0.24, 1.85, 0.03, -0.76, 0.19
0.12, 1.72, 0.59, -1.06, -0.86
0.60, 0.38, 1.78, -0.63, -0.39
1.83, -1.11, -0.45, -0.28, 0.69
-0.85, 0.49, 1.88, -0.50, 0.85
-0.06, 0.79, 2.26, -1.78, -1.13
0.35, 2.07, -0.09, -0.95, -0.60
0.71, 0.19, -0.26, 1.94, -1.93
1.96, 0.75, 0.21, -0.59, -1.42
0.75, 1.91, -0.14, -1.01, -0.48
2.06, -0.56, 0.84, -0.05, -1.45
1.62, -0.13, 0.16, -2.40, 0.95
-0.61, -0.29, 1.75, 1.15, -0.59
0.69, 0.88, -0.97, 1.87, -1.72
1.45, -0.00, -0.65, -0.99, 0.30
2.04, -1.08, -1.07, 0.47, -1.40
-0.61, 1.86, -0.83, -0.20, 0.79
0.34, 0.12, 1.63, 0.07, -1.47
0.29, -0.33, -1.23, 2.07, -0.50
0.47, -0.11, -0.70, -0.69, 1.58
0.33, 1.75, -0.87, 0.37, -0.90
1.99, 0.16, 0.82, -2.42, -0.83
0.01, 0.64, 1.72, -0.44, -1.10
1.99, -1.54, -0.99, 1.30, -1.99
0.11, 1.89, 0.29, -0.82, -0.56
1.80, 0.24, 0.07, -1.65, 0.25
2.25, 0.28, 0.89, -0.56, -1.90
-0.16, 0.45, 2.31, -1.43, -0.69
0.34, 1.73, 0.12, -0.44, -0.61
-0.11, 0.62, -0.73, -0.45, 2.14
0.09, 2.02, -0.16, 0.97, -1.10
2.35, -0.85, 0.45, 0.03, -1.58
-0.70, 0.44, -0.03, -1.46, 1.88
0.62, -1.32, -1.41, 2.73, -0.88
-0.27, 0.29, 0.47, -2.15, 1.73
0.52, -0.02, 0.41, 0.19, 1.51
2.23, -0.01, -1.67, 0.93, -2.11
-0.63, 0.52, 1.64, -0.33, -0.13
-0.31, -0.88, 1.80, 1.48, -0.75
-1.11, -0.69, -0.61, 0.23, 2.19
0.20, 0.18, 0.07, 0.19, 1.57
0.06, 0.23, -0.65, 2.13, 0.24
0.34, -0.36, 1.94, -1.05, -0.50
0.01, 1.87, 0.49, -0.24, -1.37
-0.52, 0.16, 1.82, -1.50, 0.62
2.38, 0.07, -0.70, 0.53, -1.96
0.10, 2.32, -0.67, -0.80, -1.52
-0.87, -0.76, -0.00, 2.34, -0.61
1.05, -0.80, -1.92, 2.70, -1.83
-1.53, 1.20, -0.36, -2.11, 2.35
2.54, -0.20, -0.24, -1.21, -2.23
-1.03, 2.25, 0.06, -2.09, 0.97
0.37, 1.51, -0.49, 0.10, -0.77
0.56, 0.12, 1.94, -0.45, -0.64
1.25, 0.17, -0.15, -1.26, 0.85
