1.01, 0.23, 0.05, 0.08, -0.01, -0.34
0.04, 1.30, -0.03, 0.07, 0.00, -0.25
-0.14, 0.22, 1.07, 0.10, -0.06, -0.27
-0.11, 0.07, -0.03, 1.34, -0.13, -0.31
-0.23, 0.20, -0.03, 0.14, 0.97, -0.26
-0.25, 0.19, -0.00, 0.18, -0.18, 0.89
1.17, 0.22, 0.04, 0.02, -0.00, -0.35
0.06, 1.34, -0.01, -0.04, -0.02, -0.24
-0.21, 0.09, 1.13, 0.09, -0.01, -0.26
-0.24, 0.18, -0.14, 1.26, -0.12, -0.27
-0.14, 0.10, 0.06, 0.16, 1.03, -0.27
-0.22, 0.15, 0.02, 0.18, -0.11, 0.87
0.97, 0.23, -0.12, 0.25, -0.15, -0.25
0.04, 1.32, -0.12, 0.05, -0.09, -0.26
-0.29, 0.06, 1.17, 0.23, -0.02, -0.26
-0.10, 0.18, -0.11, 1.19, -0.11, -0.23
-0.09, 0.23, 0.07, 0.05, 1.00, -0.24
-0.11, 0.22, 0.06, 0.04, -0.11, 0.87
1.13, 0.17, 0.03, 0.03, 0.03, -0.37
-0.18, 1.26, -0.10, 0.16, -0.01, -0.26
-0.04, 0.13, 1.08, 0.11, -0.06, -0.27
-0.29, 0.16, -0.11, 1.22, -0.08, -0.25
-0.37, 0.05, 0.15, 0.23, 1.08, -0.28
-0.25, 0.19, 0.08, 0.13, -0.20, 0.91
1.12, 0.38, 0.08, -0.16, 0.02, -0.19
-0.22, 1.32, -0.15, 0.15, -0.12, -0.23
-0.26, 0.11, 1.07, 0.16, -0.04, -0.28
-0.27, 0.13, 0.00, 1.20, -0.08, -0.28
-0.03, 0.15, -0.01, 0.14, 0.99, -0.24
-0.11, 0.24, 0.05, 0.07, -0.08, 0.85
0.95, 0.18, 0.09, 0.04, 0.02, -0.29
-0.06, 1.31, -0.09, 0.14, -0.13, -0.27
-0.13, 0.09, 1.16, 0.14, -0.12, -0.28
-0.18, 0.23, -0.16, 1.31, -0.16, -0.31
-0.06, 0.26, 0.03, 0.08, 0.98, -0.28
-0.19, 0.22, -0.13, 0.23, -0.13, 0.85
0.96, 0.19, -0.03, 0.18, -0.02, -0.24
-0.31, 1.20, -0.08, 0.16, -0.06, -0.31
-0.15, 0.09, 1.11, 0.12, 0.05, -0.27
-0.39, 0.15, -0.13, 1.32, -0.18, -0.31
-0.19, 0.06, 0.09, 0.13, 1.09, -0.29
-0.15, 0.18, 0.02, 0.12, -0.09, 0.84
1.14, 0.20, 0.10, -0.01, 0.07, -0.36
-0.04, 1.30, 0.01, 0.08, -0.10, -0.25
-0.19, 0.02, 1.26, 0.19, 0.02, -0.32
-0.41, 0.11, -0.23, 1.36, -0.17, -0.34
-0.05, 0.24, -0.00, 0.13, 0.97, -0.24
-0.11, 0.20, 0.02, 0.14, -0.15, 0.88
0.98, 0.18, -0.04, 0.17, -0.03, -0.33
-0.24, 1.35, -0.12, 0.19, -0.09, -0.24
0.00, 0.23, 1.09, 0.07, -0.11, -0.23
-0.15, 0.23, -0.14, 1.22, -0.13, -0.24
-0.22, 0.16, -0.13, 0.18, 1.03, -0.31
-0.13, 0.19, -0.07, 0.18, -0.10, 0.86
1.09, 0.25, 0.10, -0.00, -0.02, -0.32
-0.10, 1.28, -0.07, 0.13, -0.07, -0.25
-0.09, 0.14, 1.23, 0.01, -0.00, -0.28
-0.25, 0.15, -0.08, 1.26, -0.15, -0.29
-0.08, 0.20, -0.01, 0.16, 1.00, -0.27
-0.12, 0.18, 0.09, 0.09, -0.11, 0.87
