3.14, -0.13, 0.31, -0.31, -0.36, -0.16
-1.17, 4.13, -1.82, -1.70, -1.00, -1.10
-0.82, -0.87, 3.49, -0.82, -0.80, 0.13
-1.70, -0.68, -0.12, 4.92, -0.56, -0.79
-0.55, -0.40, -0.44, -0.94, 4.54, -1.27
0.69, 2.06, -1.95, -1.02, -1.21, 1.47
3.26, -0.14, -0.06, 0.23, -0.45, -0.31
-0.43, 3.09, -1.23, -0.44, -0.59, -1.18
-0.45, -0.75, 3.50, -0.79, -0.49, 0.08
-0.89, -0.36, -0.07, 4.89, -0.73, -0.72
-0.76, -0.84, -0.79, -1.00, 5.01, -0.98
-0.82, 0.79, 0.76, -2.19, 0.30, 4.39
2.67, -0.03, 0.44, -0.15, -0.36, -0.21
-0.45, 3.60, -1.53, -1.05, -0.71, -0.77
-0.53, -0.89, 3.22, -0.32, -0.30, 0.17
-1.29, -0.51, -0.21, 4.97, -1.36, -0.98
-0.35, -0.88, -0.69, -0.81, 4.28, -0.95
0.93, 1.44, -0.48, -1.66, 0.51, 2.37
3.28, 0.02, 0.06, 0.19, -0.24, -0.56
-0.63, 3.35, -0.81, -0.93, -0.73, -0.94
-0.75, -0.97, 3.49, -0.82, -0.50, 0.17
-1.89, -0.36, -0.26, 5.21, -0.58, -0.69
-1.00, -0.87, -0.62, -1.32, 5.06, -1.08
0.16, 1.90, -1.78, -0.64, -0.81, 2.15
3.33, -0.21, 0.45, -0.17, -0.49, -0.45
-0.11, 3.21, -1.04, -0.47, -0.56, -0.88
-0.48, -0.67, 3.18, -0.69, -0.51, 0.31
-1.60, -0.70, -0.30, 5.33, -1.61, -0.93
-0.19, -0.48, -0.80, -0.89, 4.63, -0.85
-0.94, 0.77, 0.09, -3.07, -0.11, 5.48
2.88, -0.02, 0.49, -0.07, -0.49, 0.43
0.11, 3.04, -0.63, -0.44, -0.64, -0.56
-0.89, -0.74, 3.56, -0.76, -0.52, 0.23
-1.33, -1.13, 0.16, 5.34, -1.29, -1.17
-1.47, -0.97, -0.77, -2.01, 5.03, -1.14
-1.03, 0.75, 0.59, -1.59, -0.43, 4.63
3.31, 0.21, -0.14, 0.17, -0.70, -0.34
-0.17, 3.42, -1.03, -0.69, -0.69, -0.88
-1.12, -0.70, 3.88, -1.55, -1.23, 0.62
-1.54, 0.02, 0.31, 4.84, -0.93, -0.85
-0.14, 0.04, -0.17, -0.41, 3.67, -0.79
-0.73, 0.82, -0.74, -0.77, -0.54, 4.25
3.09, 0.27, 0.08, 0.05, -0.63, -0.37
-0.39, 3.28, -0.80, -0.82, -0.37, -0.83
-0.13, -0.75, 3.18, -1.13, -0.51, 0.48
-1.75, -0.41, -0.03, 5.82, -0.94, -0.70
-0.67, -0.44, -0.56, -1.16, 4.79, -0.94
1.53, 0.62, -0.44, 1.09, -0.62, 1.54
3.20, -0.15, 0.28, -0.01, -0.61, -0.51
-0.39, 3.21, -1.16, -1.05, -0.63, -0.58
-0.50, -0.48, 3.72, -2.00, -0.18, 0.53
-1.60, -0.82, -0.18, 6.07, -0.83, -0.83
-0.01, -0.24, 0.01, -0.83, 3.98, -1.02
0.61, 1.93, -0.92, -1.48, -0.78, 2.91
3.79, -0.13, 0.35, -0.29, -0.52, -0.09
-0.12, 3.29, -1.22, -0.53, -0.59, -0.91
-0.58, -0.66, 3.29, -0.77, -0.39, 0.24
-2.19, -1.18, -0.18, 5.46, -1.22, -1.52
-0.35, -0.21, -0.50, -0.66, 4.15, -0.93
1.57, 1.21, -1.63, 0.25, -0.67, 1.99
3.36, -0.13, -0.02, 0.05, -0.52, -0.25
-0.49, 3.54, -1.24, -0.96, -0.70, -0.90
-0.25, -0.64, 3.06, -1.11, -0.48, 0.48
-0.54, -0.76, 0.26, 5.15, -1.12, -1.03
-0.38, -0.39, -0.49, -0.99, 5.05, -1.01
1.60, 0.54, -2.08, 1.71, -0.09, 0.74
3.10, 0.25, -0.33, 0.13, -0.10, -0.25
-0.27, 2.81, -0.90, -1.01, -0.65, -0.61
-0.25, -0.65, 3.35, -0.74, -0.50, 0.13
-1.08, -0.65, -0.19, 5.30, -1.61, -1.19
-0.55, -0.63, -0.25, -0.42, 4.68, -0.94
0.41, 1.85, -2.45, 0.35, 0.78, 0.36
