-0.16, -0.86, -1.29, -0.15, 1.59
-3.14, 2.80, 1.31, -0.27, 1.79
1.04, 3.66, 0.08, -1.02, -3.19
1.24, -1.44, -0.23, 3.36, -2.77
0.05, 1.27, -0.37, -4.52, 4.08
2.09, -4.40, 3.29, 0.85, 1.66
0.91, 3.04, 1.21, -2.75, 1.99
-0.94, 2.22, 1.85, -1.85, -1.70
1.60, -5.49, 1.57, 3.76, -1.75
2.34, -2.99, -3.38, 0.38, 4.97
2.91, -1.97, 3.45, 0.15, -0.76
1.19, 2.66, 0.56, 0.08, -4.65
-0.85, -0.60, 0.59, -0.40, 3.38
3.53, -3.26, -0.09, 3.23, -1.58
9.40, -4.92, -1.90, -1.50, 2.69
-0.91, 1.78, 1.28, 0.48, -0.65
-2.75, 3.70, 1.37, -1.85, -0.70
-1.52, 2.21, 1.82, -1.61, -1.40
-0.92, -1.25, 0.14, 3.13, -3.44
1.63, 1.14, -1.42, -2.01, 2.78
5.19, -2.73, -0.16, 0.40, 0.28
0.21, 2.86, 0.58, -1.72, 0.84
0.59, 3.19, 1.57, -2.19, -3.64
1.59, -0.77, 0.03, 3.74, -2.97
8.10, -2.97, -7.55, 1.83, 2.35
5.44, -1.27, 0.00, -1.06, -1.29
-0.45, 2.45, -0.77, -1.36, -0.66
-2.16, 0.69, 2.84, -1.36, -1.51
2.91, 2.28, 1.09, 1.25, -2.67
5.13, 0.02, -3.81, 1.12, 2.29
3.02, -2.26, 1.31, 0.36, 1.08
0.61, 1.94, 1.06, -1.25, 0.88
-2.46, -0.49, 2.73, -1.32, 0.55
2.98, -2.69, -3.23, 3.51, -1.29
1.40, -0.97, -2.70, -2.17, 3.93
0.66, 2.26, 1.28, 1.41, -2.36
-0.07, 2.16, 0.52, -1.89, 0.32
-3.20, 1.12, 2.04, -0.63, 0.25
1.70, 0.73, -0.96, 3.35, -2.60
-0.40, 0.97, -4.71, 0.41, 5.41
5.01, -1.06, -2.20, -1.57, -0.77
-2.49, 3.29, 1.27, -1.92, -0.33
2.17, 1.55, 3.51, -2.92, 1.30
0.68, -2.59, -0.53, 4.87, -4.98
3.74, -2.14, -3.00, -0.11, 4.22
3.35, 2.16, 1.56, -1.82, -2.72
-3.19, 3.75, 2.42, -2.95, -1.36
2.31, 2.48, 1.61, -0.57, -2.46
3.07, -0.41, -0.36, 3.16, -3.35
0.38, 0.36, -4.87, 1.84, 3.85
4.73, -0.57, -2.59, -0.85, -2.24
-1.02, 2.51, -0.15, -1.06, -0.44
-2.57, 3.13, 2.00, -0.74, -0.30
4.19, -1.70, 0.74, 0.79, -1.30
4.21, -0.96, -4.13, -3.14, 5.03
3.26, -2.41, -0.41, 0.48, 0.16
1.39, 3.00, 0.13, -2.10, 1.22
-1.16, 1.77, 1.71, -1.63, 0.10
0.00, -1.89, -0.36, 3.90, -2.51
-0.33, 0.43, 0.29, 0.34, 0.75
-0.40, 4.40, -4.77, -1.26, -4.55
-2.24, 3.12, 0.14, -0.66, -0.78
-2.19, 3.39, 3.21, 0.80, -4.33
2.87, -2.38, -2.35, 3.94, -3.23
4.09, -0.26, -4.69, 0.36, 1.38
2.00, -2.50, 0.22, 1.14, 1.95
0.39, 3.97, 0.42, -2.71, -0.21
-0.63, 1.12, 1.89, -1.32, -0.36
0.76, 1.27, 2.18, 0.80, -2.05
5.10, -1.92, -0.51, -0.35, -0.57
3.56, -1.37, -1.48, -0.82, -1.25
0.01, 2.37, 0.51, -1.95, -0.20
-2.33, 0.73, 2.62, -1.13, -0.96
0.05, -0.40, -1.25, 3.63, -3.41
-1.16, 0.04, -0.23, -4.23, 7.86
4.31, -0.10, -2.05, -0.18, -2.37
-3.46, 3.99, 1.19, -1.94, -1.60
-3.96, 1.86, 2.42, 2.16, 2.37
1.48, 0.30, 0.31, 2.22, -2.51
4.43, -0.35, -2.54, -1.36, 3.69
3.59, -1.34, 0.35, -1.48, 1.40
0.41, 1.17, 1.19, -2.66, 3.86
-1.00, -0.19, 1.90, -0.82, 0.11
3.66, -4.02, -1.51, 3.19, -1.74
5.89, -1.45, -3.17, -1.50, 2.77
3.50, -0.75, 1.89, 1.08, -3.51
0.22, 2.89, 1.39, -2.27, 0.12
0.41, 2.14, 0.18, 0.25, -2.36
-0.02, -1.81, -0.77, 3.18, -1.69
2.12, -0.38, -1.05, -3.50, 2.07
4.55, -1.12, -2.13, -0.45, -1.51
1.31, 1.30, 1.19, -1.54, 2.04
0.75, 1.62, 0.88, -1.66, 1.79
-4.46, 0.21, 0.23, 2.52, -1.12
-1.21, 0.08, -0.76, -1.19, 6.33
5.44, -1.04, -0.94, -0.34, -1.19
-1.15, 2.17, -0.73, -0.34, -1.26
0.23, 3.05, 1.54, -1.61, -5.64
2.12, -2.59, 2.09, 4.84, -3.80
3.91, -0.13, -4.70, -2.11, 3.58
