1.36, 0.67, 0.10, 0.06, -0.01, -0.95
0.16, 1.93, -0.41, -0.10, 0.04, -0.47
0.19, 0.40, 1.10, -0.21, 0.07, -0.37
-0.43, -0.74, -0.45, 2.24, -0.28, -0.89
-0.34, 0.03, -0.23, -0.04, 1.58, -0.64
-0.99, 0.44, -0.23, 0.49, -0.66, 1.02
1.42, 0.48, -0.10, -0.22, 0.19, -0.69
1.01, 2.28, -0.27, -1.06, 0.63, -0.02
-0.45, 0.13, 1.22, 0.20, -0.32, -0.47
-0.45, 0.21, -0.59, 1.47, -0.15, -0.56
-0.62, -0.57, -0.08, 0.21, 1.70, -0.97
-1.64, 0.19, -0.39, 0.67, -0.33, 0.92
1.41, 0.49, -0.40, 0.02, -0.31, -0.41
0.66, 2.06, -0.27, -0.41, 0.06, -0.17
-0.43, -0.32, 1.38, 0.29, 0.12, -0.53
-0.21, -0.11, -0.34, 1.41, 0.06, -0.26
-0.15, 0.49, 0.06, 0.06, 1.00, -0.32
-0.06, 0.99, 0.05, -0.48, -0.27, 1.42
1.67, 0.09, -0.07, -0.22, 0.28, -0.65
-0.47, 1.84, -0.60, 0.26, -0.21, -0.83
-0.02, 0.01, 1.04, 0.24, -0.24, -0.39
-0.96, -0.05, -0.50, 1.73, -0.15, -0.36
-0.93, -0.69, 0.17, 0.29, 1.69, -0.84
-0.51, 0.75, 0.15, -0.22, -0.49, 1.40
2.05, 1.23, -0.19, -1.25, 0.37, -0.07
-0.96, 1.97, -0.87, 0.37, -0.19, -0.17
-0.64, -0.33, 1.33, 0.20, 0.13, -0.59
-0.52, -0.18, -0.28, 1.60, -0.09, -0.50
-0.39, -0.29, -0.37, 0.03, 1.71, -0.81
-0.25, 0.61, -0.29, 0.00, -0.11, 1.10
1.14, 0.20, -0.01, 0.01, 0.22, -0.63
0.18, 1.91, -0.43, -0.08, -0.07, -0.37
-0.01, -0.15, 1.17, 0.29, -0.43, -0.44
-0.56, 0.25, -0.65, 1.93, -0.30, -0.84
-0.24, 0.31, -0.44, -0.02, 1.58, -0.70
-0.72, 0.58, -0.38, 0.42, -0.56, 1.03
1.33, -0.29, -0.18, 0.83, -0.14, -0.77
-0.88, 1.74, -0.53, 0.09, 0.07, -0.32
-0.20, -0.16, 1.21, 0.32, -0.16, -0.42
-0.58, 0.20, -0.61, 1.53, -0.18, -0.58
-0.47, -0.31, -0.10, 0.16, 1.56, -0.76
-0.70, 0.77, -0.11, -0.04, -0.18, 1.10
1.53, 0.50, 0.01, -0.46, 0.31, -0.73
0.00, 1.70, -0.20, 0.09, -0.20, -0.51
-0.39, -0.62, 1.52, 0.50, 0.24, -0.77
-0.74, -0.13, -0.68, 1.63, -0.04, -0.66
-0.20, 0.22, -0.41, 0.16, 1.56, -0.73
-0.24, 0.42, -0.11, 0.10, -0.39, 1.23
1.13, 0.28, -0.25, 0.21, -0.05, -0.48
-1.00, 1.91, -0.88, 0.49, -0.23, -0.31
0.11, 0.36, 1.18, -0.06, -0.57, -0.04
-0.35, -0.31, -0.36, 1.58, -0.09, -0.43
-0.49, 0.13, -0.43, -0.05, 1.62, -0.56
-0.29, 0.50, -0.52, 0.25, -0.13, 0.88
1.36, 0.91, -0.03, -0.32, 0.11, -0.68
-0.15, 2.05, -0.32, -0.02, -0.18, -0.31
-0.03, 0.06, 1.21, -0.18, 0.18, -0.44
-0.61, -0.25, -0.60, 1.58, -0.04, -0.76
-0.42, 0.01, -0.63, 0.23, 1.51, -0.69
0.07, 0.72, -0.08, -0.28, -0.17, 1.08
