3.27, -0.17, 0.28, -0.37, -0.29, -0.12
-0.54, 3.36, -1.23, -0.92, -0.62, -0.75
-0.22, -0.54, 2.97, -0.29, -0.42, 0.36
-1.44, -0.44, -0.05, 4.21, -0.18, -0.61
-0.21, -0.47, -0.27, -0.90, 4.00, -0.91
0.73, 1.76, -0.83, -0.80, -0.72, 0.80
3.20, -0.25, 0.21, 0.22, -0.33, -0.33
-0.28, 2.97, -1.11, -0.32, -0.44, -0.70
-0.04, -0.42, 2.87, -0.40, -0.16, 0.43
-0.61, -0.24, -0.23, 4.48, -0.42, -0.55
-0.44, -0.83, -0.56, -0.73, 4.34, -0.77
-0.14, 0.41, 0.90, -0.57, 0.67, 1.42
3.00, -0.03, 0.23, -0.34, -0.44, -0.06
-0.26, 3.16, -1.13, -0.80, -0.58, -0.59
-0.18, -0.52, 2.69, 0.05, -0.18, 0.24
-0.86, -0.09, -0.07, 4.35, -0.87, -0.59
-0.20, -0.63, -0.58, -0.50, 3.80, -0.60
1.20, 1.26, 0.14, -1.49, 0.05, 1.26
3.28, -0.05, 0.12, 0.15, -0.28, -0.34
-0.25, 2.98, -0.63, -0.67, -0.40, -0.62
-0.24, -0.58, 2.90, -0.29, -0.19, 0.41
-1.62, -0.03, -0.02, 4.22, -0.32, -0.58
-0.67, -0.51, -0.53, -0.98, 4.39, -0.77
0.51, 1.42, -0.40, -0.47, -0.08, 1.07
3.62, -0.22, 0.44, -0.44, -0.57, -0.15
-0.09, 2.95, -0.86, -0.45, -0.39, -0.62
0.06, -0.36, 2.53, -0.27, -0.25, 0.39
-1.21, -0.06, 0.09, 4.38, -0.92, -0.55
-0.11, -0.30, -0.60, -0.61, 3.74, -0.53
-0.17, 0.92, 0.72, -1.55, 0.05, 2.28
3.09, -0.04, 0.53, -0.33, -0.45, 0.06
0.08, 2.74, -0.53, -0.33, -0.39, -0.46
-0.39, -0.37, 2.81, -0.14, -0.21, 0.36
-0.95, -0.80, 0.18, 4.95, -0.88, -0.63
-0.86, -0.63, -0.55, -1.38, 4.37, -0.87
-0.15, 0.63, 0.85, -0.77, 0.19, 1.78
3.39, 0.14, -0.03, -0.52, -0.47, -0.12
0.05, 3.02, -0.94, -0.39, -0.40, -0.63
-0.52, -0.36, 2.95, -0.71, -0.69, 0.56
-1.19, 0.10, 0.24, 4.27, -0.68, -0.48
0.07, 0.13, -0.04, -0.30, 3.27, -0.45
0.01, 0.87, 0.14, -0.06, -0.03, 1.30
3.30, 0.23, 0.09, -0.26, -0.64, -0.11
-0.21, 3.03, -0.67, -0.50, -0.27, -0.61
0.25, -0.55, 2.79, -0.56, -0.33, 0.40
-1.24, -0.24, -0.10, 4.94, -0.43, -0.48
-0.43, -0.38, -0.51, -1.02, 4.08, -0.69
1.24, 0.63, 0.26, 0.15, -0.63, 0.96
3.14, -0.06, 0.34, -0.07, -0.63, -0.11
-0.27, 3.13, -0.95, -0.77, -0.44, -0.56
0.03, -0.35, 2.89, -0.94, 0.03, 0.44
-1.16, -0.50, -0.07, 5.17, -0.44, -0.53
0.00, -0.05, -0.01, -0.65, 3.48, -0.62
0.65, 1.56, -0.08, -1.07, -0.22, 1.18
3.94, -0.07, 0.29, -0.59, -0.57, -0.01
-0.07, 2.81, -0.94, -0.26, -0.28, -0.66
-0.11, -0.44, 2.71, -0.29, -0.15, 0.30
-1.65, -0.62, 0.04, 4.76, -0.70, -0.67
-0.15, -0.17, -0.31, -0.59, 3.67, -0.60
0.75, 1.29, -0.40, -0.31, -0.45, 1.15
3.42, -0.16, 0.05, -0.10, -0.57, -0.10
-0.33, 3.17, -1.05, -0.72, -0.53, -0.68
0.14, -0.43, 2.61, -0.52, -0.20, 0.41
-0.25, -0.40, 0.23, 4.62, -0.70, -0.60
-0.21, -0.30, -0.52, -0.75, 4.32, -0.78
1.20, 0.66, -0.68, 0.16, -0.02, 0.62
3.13, 0.04, -0.04, -0.05, -0.17, -0.15
0.10, 2.76, -0.73, -0.42, -0.53, -0.43
0.12, -0.32, 2.69, -0.22, -0.24, 0.30
-0.79, -0.17, 0.04, 5.06, -1.12, -0.68
-0.46, -0.57, -0.42, -0.36, 4.04, -0.67
0.46, 1.53, -0.79, -0.14, 0.54, 0.46
2.72, 0.37, 0.04, -0.55, -0.23, -0.12
-0.04, 2.93, -0.79, -0.28, -0.53, -0.59
-0.06, -0.48, 2.89, -0.67, -0.25, 0.21
-0.23, -0.46, 0.10, 4.94, -0.75, -0.48
