0.31, -1.54, -0.33, 2.38, -0.08
0.77, -0.58, 1.90, 0.09, -1.02
0.23, 0.33, 2.55, -1.48, -1.75
0.95, -1.03, -0.98, 2.25, -1.94
1.95, 0.80, -0.67, -2.63, -1.36
1.85, 0.53, 0.48, -1.14, -0.06
-0.81, 1.71, -1.04, 1.41, -1.71
-0.06, 0.25, 2.51, -1.57, -0.35
-0.45, -0.06, 2.25, -1.50, 0.90
-0.67, 0.82, -0.47, -2.33, 2.70
0.57, 0.10, 1.79, -0.17, -1.47
0.61, -0.19, 0.17, 2.30, -1.65
0.47, -0.99, 0.78, -2.39, 1.90
0.36, -0.98, -0.19, 2.25, -0.28
0.32, -2.13, -0.94, 1.46, 1.45
2.45, -0.50, 0.30, -0.14, -1.69
-0.68, 1.99, 0.27, -1.47, 0.53
-0.59, -0.34, 1.83, -1.48, 0.70
1.19, -1.54, -1.18, 2.44, -2.02
0.35, 1.86, 0.51, -0.60, -0.37
2.47, 0.19, -0.82, -0.93, -2.13
-1.28, 2.04, 0.90, -2.00, -0.30
-0.31, 0.37, 2.10, -2.17, 0.29
0.75, -0.29, -0.53, 2.24, -1.85
-0.47, 0.71, -1.07, -1.38, 2.19
2.39, -0.30, -0.13, -0.50, -1.22
-0.76, 0.62, -0.38, -1.86, 2.64
-0.16, 0.50, 0.65, 1.33, -0.32
0.10, -0.25, 0.09, 2.15, -1.20
-1.11, -1.00, -1.05, 1.41, 1.91
1.85, 0.03, -0.24, -1.36, -0.13
-0.92, 2.33, 0.48, -2.21, -0.56
-0.75, 0.51, 0.28, -1.91, 2.92
0.86, -0.56, -0.92, 1.85, -0.70
0.08, -0.78, 1.69, 0.58, 0.04
1.94, -1.53, -2.06, 1.61, -1.70
-0.25, 2.22, -0.36, -1.42, 0.42
2.10, 0.11, -0.45, -0.67, -1.87
-0.11, -0.04, 2.01, -0.26, -1.18
-1.96, 0.92, -0.34, -2.46, 2.48
-0.87, 0.83, 0.94, -2.37, 2.10
-0.14, 2.18, -0.51, -1.37, 0.26
-0.21, 0.49, 0.23, 1.85, -0.22
-0.15, -0.07, 2.53, -1.45, -0.88
0.65, -0.08, -0.69, -0.39, 1.46
0.17, 1.91, -0.10, -0.79, 0.25
0.07, 1.75, 0.61, -1.15, -0.80
0.69, 0.39, 1.75, -0.64, -0.49
1.95, -1.35, -0.56, -0.11, 0.56
-0.83, 0.30, 1.98, -0.74, 1.02
-0.08, 0.70, 2.38, -1.97, -1.18
0.13, 2.24, -0.13, -0.97, -0.60
0.70, 0.00, -0.21, 2.03, -2.04
1.99, 0.80, 0.20, -0.76, -1.45
0.65, 2.08, -0.13, -1.27, -0.59
2.11, -0.47, 0.80, -0.06, -1.72
1.79, -0.32, -0.06, -2.67, 0.95
-0.77, -0.11, 1.89, 1.00, -0.73
0.73, 0.91, -0.87, 1.81, -1.77
1.50, 0.01, -0.63, -1.48, 0.41
1.95, -1.16, -1.21, 0.68, -1.42
-0.49, 1.86, -0.92, -0.23, 0.76
0.30, 0.21, 1.78, -0.28, -1.49
0.23, -0.48, -1.33, 2.19, -0.49
0.11, -0.03, -0.73, -0.75, 1.83
0.57, 1.60, -1.19, 0.52, -1.06
2.06, 0.06, 0.83, -2.58, -0.90
0.17, 0.62, 1.76, -0.65, -1.19
1.92, -1.86, -1.39, 1.58, -2.29
0.19, 1.87, 0.21, -0.77, -0.55
1.88, 0.23, 0.16, -1.76, 0.05
2.33, 0.26, 0.84, -0.64, -2.08
-0.08, 0.54, 2.26, -1.47, -0.82
0.30, 1.86, -0.03, -0.61, -0.50
-0.31, 0.70, -0.64, -0.38, 2.13
0.23, 2.12, -0.37, 0.89, -1.40
2.56, -0.98, 0.27, -0.07, -1.74
-0.70, 0.32, -0.03, -1.55, 1.99
0.63, -1.42, -1.33, 2.73, -0.88
-0.30, 0.17, 0.66, -2.42, 1.74
0.27, -0.00, 0.25, 0.20, 1.72
2.16, -0.06, -1.88, 1.09, -2.42
-0.67, 0.63, 1.71, -0.45, -0.30
-0.22, -0.89, 1.85, 1.41, -0.90
-1.09, -0.58, -0.53, 0.16, 2.18
0.02, 0.31, 0.10, 0.27, 1.55
-0.04, 0.33, -0.57, 2.13, 0.16
0.23, -0.36, 2.03, -1.05, -0.52
-0.09, 2.01, 0.36, -0.26, -1.45
-0.51, 0.32, 1.85, -1.65, 0.48
2.32, 0.20, -0.90, 0.60, -2.05
0.17, 2.23, -0.62, -0.76, -1.43
-0.94, -0.61, 0.08, 2.25, -0.60
1.21, -0.77, -2.03, 2.57, -1.91
-1.65, 1.23, -0.36, -2.43, 2.40
2.41, 0.09, -0.29, -1.15, -2.36
-1.01, 2.15, 0.05, -2.26, 1.13
0.38, 1.49, -0.85, 0.43, -0.94
0.81, -0.02, 1.83, -0.49, -0.68
1.51, 0.14, -0.17, -1.46, 0.56
