3.14, -0.13, 0.31, -0.31, -0.36, -0.15
-1.18, 4.14, -1.83, -1.72, -1.01, -1.11
-0.82, -0.88, 3.49, -0.82, -0.81, 0.13
-1.72, -0.68, -0.12, 4.93, -0.56, -0.79
-0.56, -0.40, -0.44, -0.95, 4.55, -1.28
0.68, 2.06, -1.96, -1.03, -1.22, 1.48
3.26, -0.14, -0.06, 0.23, -0.45, -0.32
-0.43, 3.10, -1.23, -0.44, -0.60, -1.19
-0.46, -0.75, 3.51, -0.80, -0.49, 0.08
-0.90, -0.36, -0.07, 4.90, -0.74, -0.73
-0.77, -0.84, -0.79, -1.01, 5.03, -0.99
-0.83, 0.80, 0.77, -2.21, 0.30, 4.42
2.67, -0.03, 0.44, -0.15, -0.37, -0.21
-0.45, 3.62, -1.54, -1.06, -0.71, -0.77
-0.54, -0.89, 3.23, -0.32, -0.30, 0.17
-1.30, -0.52, -0.21, 4.99, -1.37, -0.99
-0.36, -0.88, -0.69, -0.82, 4.28, -0.95
0.92, 1.44, -0.47, -1.68, 0.51, 2.39
3.28, 0.02, 0.06, 0.19, -0.24, -0.57
-0.63, 3.36, -0.82, -0.94, -0.73, -0.94
-0.76, -0.98, 3.50, -0.83, -0.50, 0.17
-1.90, -0.36, -0.26, 5.23, -0.59, -0.70
-1.01, -0.87, -0.61, -1.32, 5.06, -1.08
0.14, 1.91, -1.80, -0.65, -0.82, 2.15
3.33, -0.20, 0.44, -0.17, -0.49, -0.45
-0.12, 3.22, -1.05, -0.47, -0.57, -0.88
-0.49, -0.68, 3.19, -0.69, -0.51, 0.32
-1.61, -0.71, -0.31, 5.34, -1.62, -0.94
-0.20, -0.48, -0.79, -0.89, 4.64, -0.85
-0.95, 0.77, 0.10, -3.08, -0.11, 5.51
2.88, -0.02, 0.48, -0.07, -0.50, 0.43
0.11, 3.05, -0.64, -0.45, -0.65, -0.57
-0.90, -0.74, 3.56, -0.77, -0.52, 0.24
-1.35, -1.14, 0.16, 5.35, -1.29, -1.18
-1.48, -0.97, -0.77, -2.02, 5.03, -1.13
-1.04, 0.75, 0.59, -1.61, -0.44, 4.67
3.31, 0.21, -0.14, 0.17, -0.71, -0.34
-0.18, 3.43, -1.03, -0.70, -0.69, -0.89
-1.13, -0.70, 3.89, -1.56, -1.23, 0.62
-1.56, 0.02, 0.31, 4.85, -0.93, -0.86
-0.15, 0.04, -0.17, -0.42, 3.68, -0.80
-0.74, 0.83, -0.75, -0.78, -0.55, 4.27
3.09, 0.27, 0.08, 0.06, -0.63, -0.38
-0.39, 3.28, -0.80, -0.83, -0.37, -0.84
-0.14, -0.75, 3.19, -1.14, -0.51, 0.48
-1.77, -0.41, -0.04, 5.84, -0.96, -0.71
-0.68, -0.44, -0.55, -1.17, 4.80, -0.94
1.52, 0.62, -0.44, 1.10, -0.63, 1.55
3.20, -0.15, 0.28, -0.00, -0.62, -0.52
-0.40, 3.22, -1.17, -1.06, -0.64, -0.59
-0.51, -0.48, 3.73, -2.01, -0.18, 0.53
-1.61, -0.82, -0.18, 6.08, -0.83, -0.84
-0.02, -0.24, 0.01, -0.83, 3.99, -1.02
0.60, 1.93, -0.92, -1.48, -0.79, 2.94
3.78, -0.12, 0.35, -0.29, -0.52, -0.09
-0.13, 3.30, -1.22, -0.54, -0.60, -0.92
-0.59, -0.67, 3.31, -0.78, -0.39, 0.24
