3.14, -0.13, 0.31, -0.31, -0.36, -0.15
-1.20, 4.15, -1.85, -1.74, -1.02, -1.12
-0.83, -0.88, 3.50, -0.82, -0.81, 0.13
-1.72, -0.68, -0.13, 4.94, -0.57, -0.80
-0.57, -0.39, -0.44, -0.95, 4.55, -1.27
0.68, 2.06, -1.97, -1.03, -1.23, 1.48
3.27, -0.14, -0.07, 0.23, -0.46, -0.32
-0.43, 3.10, -1.24, -0.45, -0.60, -1.19
-0.46, -0.76, 3.52, -0.81, -0.49, 0.08
-0.91, -0.35, -0.08, 4.91, -0.75, -0.73
-0.78, -0.84, -0.79, -1.02, 5.04, -0.99
-0.84, 0.81, 0.77, -2.23, 0.29, 4.44
2.67, -0.03, 0.44, -0.15, -0.37, -0.21
-0.46, 3.62, -1.55, -1.07, -0.72, -0.77
-0.54, -0.90, 3.23, -0.32, -0.31, 0.17
-1.31, -0.52, -0.22, 5.00, -1.38, -0.99
-0.37, -0.88, -0.69, -0.82, 4.28, -0.95
0.92, 1.43, -0.47, -1.70, 0.51, 2.40
3.28, 0.02, 0.06, 0.20, -0.25, -0.58
-0.64, 3.37, -0.82, -0.95, -0.74, -0.94
-0.76, -0.98, 3.51, -0.84, -0.51, 0.17
-1.91, -0.37, -0.27, 5.25, -0.60, -0.70
-1.02, -0.87, -0.61, -1.33, 5.07, -1.08
0.14, 1.92, -1.82, -0.67, -0.84, 2.14
3.33, -0.20, 0.44, -0.17, -0.50, -0.46
-0.12, 3.23, -1.05, -0.48, -0.57, -0.89
-0.49, -0.68, 3.20, -0.70, -0.52, 0.32
-1.62, -0.71, -0.32, 5.36, -1.63, -0.95
-0.20, -0.48, -0.79, -0.89, 4.65, -0.84
-0.96, 0.77, 0.09, -3.09, -0.12, 5.54
2.89, -0.02, 0.48, -0.07, -0.50, 0.44
0.11, 3.06, -0.64, -0.46, -0.66, -0.57
-0.90, -0.75, 3.57, -0.78, -0.53, 0.24
-1.36, -1.14, 0.15, 5.36, -1.30, -1.19
-1.49, -0.97, -0.77, -2.02, 5.03, -1.13
-1.05, 0.76, 0.58, -1.63, -0.45, 4.69
3.31, 0.21, -0.14, 0.17, -0.72, -0.34
-0.18, 3.44, -1.03, -0.71, -0.70, -0.89
-1.13, -0.70, 3.90, -1.56, -1.24, 0.62
-1.57, 0.01, 0.30, 4.87, -0.94, -0.87
-0.15, 0.04, -0.17, -0.42, 3.69, -0.80
-0.74, 0.83, -0.76, -0.80, -0.56, 4.30
3.09, 0.27, 0.08, 0.06, -0.64, -0.38
-0.40, 3.29, -0.81, -0.85, -0.37, -0.84
-0.14, -0.75, 3.20, -1.15, -0.51, 0.48
-1.78, -0.42, -0.04, 5.85, -0.97, -0.72
-0.69, -0.44, -0.55, -1.17, 4.82, -0.94
1.53, 0.60, -0.44, 1.11, -0.64, 1.56
3.20, -0.16, 0.27, 0.00, -0.62, -0.53
-0.41, 3.23, -1.18, -1.07, -0.64, -0.59
-0.51, -0.49, 3.75, -2.03, -0.18, 0.53
-1.62, -0.82, -0.19, 6.08, -0.84, -0.84
-0.02, -0.24, 0.02, -0.83, 3.99, -1.03
0.60, 1.93, -0.92, -1.49, -0.80, 2.95
3.78, -0.13, 0.35, -0.30, -0.52, -0.09
-0.13, 3.31, -1.23, -0.55, -0.61, -0.92
-0.59, -0.67, 3.32, -0.79, -0.40, 0.24
-2.22, -1.20, -0.19, 5.47, -1.24, -1.54
-0.38, -0.21, -0.49, -0.67, 4.16, -0.93
1.58, 1.21, -1.65, 0.24, -0.68, 2.01
3.37, -0.13, -0.02, 0.05, -0.52, -0.25
-0.51, 3.57, -1.25, -0.99, -0.70, -0.91
-0.26, -0.64, 3.08, -1.13, -0.49, 0.48
-0.57, -0.77, 0.25, 5.17, -1.14, -1.05
-0.41, -0.40, -0.48, -1.00, 5.06, -1.01
1.59, 0.54, -2.09, 1.71, -0.11, 0.75
3.10, 0.26, -0.34, 0.13, -0.11, -0.26
-0.28, 2.82, -0.91, -1.04, -0.66, -0.62
-0.26, -0.65, 3.39, -0.76, -0.50, 0.14
-1.11, -0.67, -0.20, 5.32, -1.63, -1.21
-0.57, -0.63, -0.24, -0.43, 4.69, -0.94
0.40, 1.86, -2.47, 0.35, 0.78, 0.36
2.54, 0.44, -0.02, -0.30, -0.21, 0.17
0.01, 3.02, -0.88, -0.46, -0.71, -0.81
-0.49, -0.89, 3.47, -1.21, -0.41, -0.03
-0.61, -0.65, -0.06, 5.56, -1.14, -0.87
0.32, 0.34, -0.84, -0.53, 3.94, -0.49
0.46, 0.68, 0.18, -2.40, -0.52, 3.65
2.98, 0.24, 0.31, -0.46, -0.38, 0.40
-0.76, 3.21, -0.92, -0.74, -0.76, -0.85
-0.84, -1.19, 3.74, -0.88, -0.45, 0.38
-1.19, -0.49, -0.92, 5.69, -1.58, -0.90
-0.13, -0.36, -0.74, -0.64, 4.80, -0.96
1.45, 0.40, -1.56, 1.67, 0.63, 2.40
3.57, -0.57, -0.09, 0.11, -0.62, -0.64
-0.24, 3.07, -0.62, -0.36, -0.61, -0.75
-0.62, -0.86, 3.04, -0.23, -0.53, 0.13
-1.78, -0.49, 0.22, 5.38, -1.34, -1.09
0.29, -0.44, -0.69, -0.74, 3.58, -0.82
0.28, 1.06, -1.63, 1.11, -0.39, 2.40
3.37, -0.29, 0.32, -0.14, -0.64, 0.08
-0.43, 3.53, -1.01, -0.78, -0.86, -0.91
-0.76, -0.96, 3.89, -1.16, -0.65, 0.08
-1.17, -0.61, 0.05, 5.18, -0.73, -0.80
-0.40, -0.37, -0.56, -1.30, 4.53, -0.91
0.23, 0.73, -2.31, 0.09, 1.89, 1.95
3.95, 0.28, 0.14, -0.45, -0.36, -0.14
